Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"QCL","Cultures et produits animaux","710","Afrique du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 têtes","927147","X","Ciffre de sources internationales","Chiffre non officiel"
"QCL","Cultures et produits animaux","710","Afrique du Sud","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","1743285","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 têtes","944413","I","Valeur imputée",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","1814000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","1000 têtes","1004875","I","Valeur imputée",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","1887000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","1000 têtes","986813","I","Valeur imputée",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","1910000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","1000 têtes","992286","I","Valeur imputée",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","1951000","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","710","Afrique du Sud","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","997757","I","Valeur imputée",""
"QCL","Cultures et produits animaux","008","Albanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","12912","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 têtes","11826","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","15587.27","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 têtes","14093","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","11633.32","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","1000 têtes","10256","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","12233.91","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","1000 têtes","10785","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","13250","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","1000 têtes","11412","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","tonnes","16335.57","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","008","Albanie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2022","2022","1000 têtes","10646","A","Chiffre officiel",""
"QCL","Cultures et produits animaux","012","Algérie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","259962.67","I","Valeur imputée",""
"QCL","Cultures et produits animaux","012","Algérie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 têtes","259963","I","Valeur imputée",""
"QCL","Cultures et produits animaux","012","Algérie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","265182.01","I","Valeur imputée",""
"QCL","Cultures et produits animaux","012","Algérie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 têtes","265182","I","Valeur imputée",""
"QCL","Cultures et produits animaux","012","Algérie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","273338.74","I","Valeur imputée",""
"QCL","Cultures et produits animaux","012","Algérie","5321","Animaux Producteurs/Abattus","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","1000 têtes","263719","E","Valeur estimée",""
"QCL","Cultures et produits animaux","012","Algérie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","272146.09","I","Valeur imputée",""
